	Reference	Reference		Sample	Sample		Phase offset	Phase Diff
Frequency (THz)	Amplitude	Phase	Frequency (THz)	Amplitude	Phase
5.58889E12	2.29609E-5	3889.00354	5.58889E12	3.34875E-6	4087.04434	198.04079	100.081	97.95979
5.6E12	2.30255E-5	3896.7486	5.6E12	3.1242E-6	4095.14648	198.39788	100.28	98.11788
5.61111E12	2.31118E-5	3904.49399	5.61111E12	2.88491E-6	4103.24732	198.75334	100.479	98.27434
5.62222E12	2.32224E-5	3912.23933	5.62222E12	2.62785E-6	4111.34385	199.10452	100.678	98.42652
5.63333E12	2.33586E-5	3919.98426	5.63333E12	2.35089E-6	4119.43118	199.44692	100.877	98.56992
5.64444E12	2.35206E-5	3927.7284	5.64444E12	2.05391E-6	4127.50103	199.77262	101.076	98.69662
5.65556E12	2.37075E-5	3935.4714	5.65556E12	1.74125E-6	4135.53841	200.06701	101.274	98.79301
5.66667E12	2.39174E-5	3943.21294	5.66667E12	1.42779E-6	4143.51465	200.30171	101.473	98.82871
5.67778E12	2.41471E-5	3950.95275	5.67778E12	1.15456E-6	4151.37732	200.42457	101.672	98.75257
5.68889E12	2.4393E-5	3958.69063	5.68889E12	1.01634E-6	4159.07686	200.38622	101.871	98.51522
5.7E12	2.46512E-5	3966.42644	5.7E12	1.13042E-6	4166.71908	200.29264	102.07	98.22264
5.71111E12	2.49171E-5	3974.16009	5.71111E12	1.49139E-6	4174.49955	200.33946	102.269	98.07046
5.72222E12	2.51865E-5	3981.89158	5.72222E12	2.00959E-6	4182.427	200.53543	102.468	98.06743
5.73333E12	2.54552E-5	3989.62096	5.73333E12	2.62418E-6	4190.44052	200.81956	102.667	98.15256
5.74444E12	2.57194E-5	3997.34837	5.74444E12	3.30458E-6	4198.50052	201.15215	102.866	98.28615
5.75556E12	2.59754E-5	4005.07397	5.75556E12	4.03297E-6	4206.5866	201.51263	103.065	98.44763
5.76667E12	2.62203E-5	4012.798	5.76667E12	4.79607E-6	4214.68812	201.89012	103.264	98.62612
5.77778E12	2.64513E-5	4020.52074	5.77778E12	5.58205E-6	4222.79915	202.27841	103.463	98.81541
5.78889E12	2.6666E-5	4028.24249	5.78889E12	6.37934E-6	4230.91619	202.6737	103.662	99.0117
5.8E12	2.68625E-5	4035.96362	5.8E12	7.17635E-6	4239.03706	203.07344	103.861	99.21244
5.81111E12	2.7039E-5	4043.6845	5.81111E12	7.9615E-6	4247.16036	203.47587	104.06	99.41587
5.82222E12	2.71938E-5	4051.40552	5.82222E12	8.72336E-6	4255.28514	203.87962	104.259	99.62062
5.83333E12	2.73254E-5	4059.12711	5.83333E12	9.45096E-6	4263.41075	204.28364	104.458	99.82564
5.84444E12	2.74328E-5	4066.84967	5.84444E12	1.0134E-5	4271.53674	204.68707	104.657	100.03007
5.85556E12	2.75148E-5	4074.57363	5.85556E12	1.07632E-5	4279.66279	205.08915	104.856	100.23315
5.86667E12	2.75711E-5	4082.29939	5.86667E12	1.13305E-5	4287.78866	205.48927	105.055	100.43427
5.87778E12	2.76014E-5	4090.02732	5.87778E12	1.18289E-5	4295.91421	205.88689	105.254	100.63289
5.88889E12	2.76066E-5	4097.7578	5.88889E12	1.22533E-5	4304.03935	206.28155	105.453	100.82855
5.9E12	2.75883E-5	4105.49114	5.9E12	1.25999E-5	4312.16401	206.67288	105.652	101.02088
5.91111E12	2.7549E-5	4113.22762	5.91111E12	1.28663E-5	4320.28819	207.06057	105.851	101.20957
5.92222E12	2.74926E-5	4120.96746	5.92222E12	1.30516E-5	4328.4119	207.44444	106.05	101.39444
5.93333E12	2.74242E-5	4128.71082	5.93333E12	1.31565E-5	4336.5352	207.82438	106.249	101.57538
5.94444E12	2.735E-5	4136.45777	5.94444E12	1.31825E-5	4344.65814	208.20038	106.448	101.75238
5.95556E12	2.72771E-5	4144.20829	5.95556E12	1.31323E-5	4352.78085	208.57256	106.647	101.92556
5.96667E12	2.72134E-5	4151.96227	5.96667E12	1.30095E-5	4360.90344	208.94117	106.846	102.09517
5.97778E12	2.71668E-5	4159.71948	5.97778E12	1.28181E-5	4369.02605	209.30658	107.045	102.26158
5.98889E12	2.71449E-5	4167.47957	5.98889E12	1.25627E-5	4377.14885	209.66929	107.244	102.42529
6E12	2.71545E-5	4175.24209	6E12	1.22484E-5	4385.27202	210.02993	107.442	102.58793
6.01111E12	2.72006E-5	4183.00652	6.01111E12	1.18803E-5	4393.39575	210.38923	107.641	102.74823
6.02222E12	2.7286E-5	4190.77222	6.02222E12	1.14639E-5	4401.52024	210.74802	107.84	102.90802
6.03333E12	2.74109E-5	4198.53855	6.03333E12	1.10046E-5	4409.64571	211.10715	108.039	103.06815
6.04444E12	2.75727E-5	4206.30485	6.04444E12	1.0508E-5	4417.77237	211.46752	108.238	103.22952
6.05556E12	2.77661E-5	4214.07047	6.05556E12	9.97986E-6	4425.90046	211.82999	108.437	103.39299
6.06667E12	2.79832E-5	4221.83484	6.06667E12	9.4261E-6	4434.03022	212.19538	108.636	103.55938
6.07778E12	2.82138E-5	4229.59747	6.07778E12	8.85274E-6	4442.16192	212.56445	108.835	103.72945
6.08889E12	2.84466E-5	4237.35795	6.08889E12	8.26601E-6	4450.29585	212.9379	109.034	103.9039
6.1E12	2.86693E-5	4245.11601	6.1E12	7.67232E-6	4458.43236	213.31635	109.233	104.08335
6.11111E12	2.88695E-5	4252.87143	6.11111E12	7.07829E-6	4466.57184	213.70041	109.432	104.26841
6.12222E12	2.90354E-5	4260.62413	6.12222E12	6.49066E-6	4474.71478	214.09065	109.631	104.45965
6.13333E12	2.91563E-5	4268.3741	6.13333E12	5.91631E-6	4482.86178	214.48769	109.83	104.65769
6.14444E12	2.92231E-5	4276.12139	6.14444E12	5.36217E-6	4491.01357	214.89218	110.029	104.86318
6.15556E12	2.92286E-5	4283.86615	6.15556E12	4.83516E-6	4499.17107	215.30491	110.228	105.07691
6.16667E12	2.91674E-5	4291.60856	6.16667E12	4.34211E-6	4507.33533	215.72677	110.427	105.29977
6.17778E12	2.90365E-5	4299.34887	6.17778E12	3.88968E-6	4515.50758	216.15871	110.626	105.53271
6.18889E12	2.88347E-5	4307.08736	6.18889E12	3.48425E-6	4523.68903	216.60167	110.825	105.77667
6.2E12	2.85628E-5	4314.82437	6.2E12	3.13169E-6	4531.88064	217.05627	111.024	106.03227
6.21111E12	2.82232E-5	4322.56028	6.21111E12	2.8371E-6	4540.08265	217.52237	111.223	106.29937
6.22222E12	2.78197E-5	4330.29551	6.22222E12	2.60422E-6	4548.29399	217.99848	111.422	106.57648
6.23333E12	2.73574E-5	4338.03052	6.23333E12	2.43479E-6	4556.51182	218.4813	111.621	106.8603
6.24444E12	2.68423E-5	4345.76582	6.24444E12	2.32784E-6	4564.73159	218.96577	111.82	107.14577
6.25556E12	2.62811E-5	4353.50194	6.25556E12	2.2795E-6	4572.94786	219.44592	112.019	107.42692
6.26667E12	2.56812E-5	4361.23946	6.26667E12	2.28349E-6	4581.15579	219.91633	112.218	107.69833
6.27778E12	2.50506E-5	4368.97896	6.27778E12	2.33214E-6	4589.3523	220.37334	112.417	107.95634
6.28889E12	2.43979E-5	4376.72104	6.28889E12	2.41754E-6	4597.5365	220.81547	112.616	108.19947
6.3E12	2.37322E-5	4384.46628	6.3E12	2.53223E-6	4605.70931	221.24302	112.815	108.42802
6.31111E12	2.30636E-5	4392.21526	6.31111E12	2.6695E-6	4613.87269	221.65743	113.014	108.64343
6.32222E12	2.24029E-5	4399.96847	6.32222E12	2.82326E-6	4622.02903	222.06055	113.213	108.84755
6.33333E12	2.17614E-5	4407.72632	6.33333E12	2.988E-6	4630.1806	222.45428	113.411	109.04328
6.34444E12	2.11515E-5	4415.48906	6.34444E12	3.15858E-6	4638.32937	222.8403	113.61	109.2303
6.35556E12	2.05855E-5	4423.25678	6.35556E12	3.33034E-6	4646.47689	223.22011	113.809	109.41111
6.36667E12	2.00754E-5	4431.02933	6.36667E12	3.4991E-6	4654.62433	223.595	114.008	109.587
6.37778E12	1.96322E-5	4438.80626	6.37778E12	3.66136E-6	4662.77245	223.96619	114.207	109.75919
6.38889E12	1.92647E-5	4446.58687	6.38889E12	3.81444E-6	4670.92174	224.33487	114.406	109.92887
6.4E12	1.89785E-5	4454.37018	6.4E12	3.95658E-6	4679.07241	224.70223	114.605	110.09723
6.41111E12	1.87752E-5	4462.155	6.41111E12	4.08701E-6	4687.22447	225.06947	114.804	110.26547
6.42222E12	1.8652E-5	4469.93999	6.42222E12	4.20601E-6	4695.37771	225.43771	115.003	110.43471
6.43333E12	1.86013E-5	4477.72384	6.43333E12	4.31478E-6	4703.53174	225.8079	115.202	110.6059
6.44444E12	1.86118E-5	4485.5053	6.44444E12	4.4154E-6	4711.68605	226.18075	115.401	110.77975
6.45556E12	1.86687E-5	4493.28331	6.45556E12	4.51061E-6	4719.83994	226.55663	115.6	110.95663
6.46667E12	1.87556E-5	4501.05703	6.46667E12	4.60367E-6	4727.99262	226.9356	115.799	111.1366
6.47778E12	1.88552E-5	4508.82585	6.47778E12	4.69814E-6	4736.14324	227.31739	115.998	111.31939
6.48889E12	1.89512E-5	4516.58938	6.48889E12	4.79772E-6	4744.29091	227.70153	116.197	111.50453
6.5E12	1.90289E-5	4524.34743	6.5E12	4.90615E-6	4752.43481	228.08738	116.396	111.69138
6.51111E12	1.9076E-5	4532.09993	6.51111E12	5.02707E-6	4760.57426	228.47433	116.595	111.87933
6.52222E12	1.90832E-5	4539.84691	6.52222E12	5.16403E-6	4768.70876	228.86186	116.794	112.06786
6.53333E12	1.90448E-5	4547.58848	6.53333E12	5.32035E-6	4776.83809	229.24961	116.993	112.25661
6.54444E12	1.89578E-5	4555.32481	6.54444E12	5.49905E-6	4784.96231	229.6375	117.192	112.4455
6.55556E12	1.88229E-5	4563.05611	6.55556E12	5.70273E-6	4793.08178	230.02568	117.391	112.63468
6.56667E12	1.86431E-5	4570.7826	6.56667E12	5.9333E-6	4801.19711	230.41451	117.59	112.82451
6.57778E12	1.84242E-5	4578.50459	6.57778E12	6.19178E-6	4809.30911	230.80452	117.789	113.01552
6.58889E12	1.81733E-5	4586.22241	6.58889E12	6.47804E-6	4817.41869	231.19628	117.988	113.20828
6.6E12	1.78989E-5	4593.93645	6.6E12	6.79064E-6	4825.52679	231.59034	118.187	113.40334
6.61111E12	1.761E-5	4601.6472	6.61111E12	7.12678E-6	4833.6343	231.98711	118.386	113.60111
6.62222E12	1.73155E-5	4609.35519	6.62222E12	7.48229E-6	4841.74199	232.3868	118.585	113.8018
6.63333E12	1.70234E-5	4617.06105	6.63333E12	7.85188E-6	4849.85047	232.78942	118.784	114.00542
6.64444E12	1.67408E-5	4624.76547	6.64444E12	8.22934E-6	4857.96022	233.19475	118.983	114.21175
6.65556E12	1.64731E-5	4632.46919	6.65556E12	8.60794E-6	4866.07155	233.60237	119.182	114.42037
6.66667E12	1.62243E-5	4640.17295	6.66667E12	8.98078E-6	4874.18467	234.01172	119.381	114.63072
6.67778E12	1.59969E-5	4647.8775	6.67778E12	9.34119E-6	4882.29967	234.42216	119.579	114.84316
6.68889E12	1.57919E-5	4655.58356	6.68889E12	9.68306E-6	4890.41658	234.83302	119.778	115.05502
6.7E12	1.56095E-5	4663.29174	6.7E12	1.00011E-5	4898.53538	235.24363	119.977	115.26663
6.71111E12	1.54492E-5	4671.0026	6.71111E12	1.02912E-5	4906.65601	235.65341	120.176	115.47741
6.72222E12	1.53104E-5	4678.71656	6.72222E12	1.05504E-5	4914.77841	236.06185	120.375	115.68685
6.73333E12	1.51924E-5	4686.43395	6.73333E12	1.0777E-5	4922.9025	236.46854	120.574	115.89454
6.74444E12	1.5095E-5	4694.15497	6.74444E12	1.09707E-5	4931.02819	236.87322	120.773	116.10022
6.75556E12	1.50186E-5	4701.87971	6.75556E12	1.11323E-5	4939.1554	237.27569	120.972	116.30369
6.76667E12	1.49641E-5	4709.60816	6.76667E12	1.12635E-5	4947.28404	237.67588	121.171	116.50488
6.77778E12	1.49329E-5	4717.34022	6.77778E12	1.13668E-5	4955.41402	238.0738	121.37	116.7038
6.78889E12	1.49267E-5	4725.07573	6.78889E12	1.14453E-5	4963.54525	238.46952	121.569	116.90052
6.8E12	1.49474E-5	4732.81444	6.8E12	1.15021E-5	4971.67761	238.86317	121.768	117.09517
6.81111E12	1.49968E-5	4740.55607	6.81111E12	1.154E-5	4979.81097	239.2549	121.967	117.2879
6.82222E12	1.50764E-5	4748.30031	6.82222E12	1.15614E-5	4987.94517	239.64487	122.166	117.47887
6.83333E12	1.51872E-5	4756.04683	6.83333E12	1.15679E-5	4996.08006	240.03324	122.365	117.66824
6.84444E12	1.53296E-5	4763.79531	6.84444E12	1.156E-5	5004.21545	240.42014	122.564	117.85614
6.85556E12	1.5503E-5	4771.54545	6.85556E12	1.15372E-5	5012.35113	240.80567	122.763	118.04267
6.86667E12	1.57062E-5	4779.29697	6.86667E12	1.14973E-5	5020.48688	241.1899	122.962	118.2279
6.87778E12	1.59373E-5	4787.04965	6.87778E12	1.14372E-5	5028.62249	241.57284	123.161	118.41184
6.88889E12	1.61934E-5	4794.80328	6.88889E12	1.13523E-5	5036.75775	241.95447	123.36	118.59447
6.9E12	1.64713E-5	4802.55772	6.9E12	1.12372E-5	5044.89244	242.33472	123.559	118.77572
6.91111E12	1.6767E-5	4810.31288	6.91111E12	1.10858E-5	5053.02638	242.7135	123.758	118.9555
6.92222E12	1.70766E-5	4818.06866	6.92222E12	1.08916E-5	5061.15938	243.09072	123.957	119.13372
6.93333E12	1.73959E-5	4825.82505	6.93333E12	1.06481E-5	5069.2913	243.46625	124.156	119.31025
6.94444E12	1.77208E-5	4833.582	6.94444E12	1.03495E-5	5077.42199	243.83999	124.355	119.48499
6.95556E12	1.80475E-5	4841.33951	6.95556E12	9.99068E-6	5085.55133	244.21182	124.554	119.65782
6.96667E12	1.83726E-5	4849.09756	6.96667E12	9.56819E-6	5093.67922	244.58166	124.753	119.82866
6.97778E12	1.86931E-5	4856.85614	6.97778E12	9.08017E-6	5101.80557	244.94943	124.952	119.99743
6.98889E12	1.90067E-5	4864.6152	6.98889E12	8.52682E-6	5109.93032	245.31512	125.151	120.16412
7E12	1.93116E-5	4872.37471	7E12	7.91061E-6	5118.05345	245.67874	125.35	120.32874
7.01111E12	1.96066E-5	4880.1346	7.01111E12	7.23632E-6	5126.17498	246.04038	125.549	120.49138
7.02222E12	1.98912E-5	4887.89476	7.02222E12	6.51102E-6	5134.29501	246.40025	125.747	120.65325
7.03333E12	2.01651E-5	4895.65511	7.03333E12	5.74389E-6	5142.41383	246.75872	125.946	120.81272
7.04444E12	2.04285E-5	4903.4155	7.04444E12	4.94596E-6	5150.53203	247.11653	126.145	120.97153
7.05556E12	2.06817E-5	4911.1758	7.05556E12	4.12965E-6	5158.65087	247.47507	126.344	121.13107
7.06667E12	2.09253E-5	4918.93585	7.06667E12	3.30845E-6	5166.77302	247.83717	126.543	121.29417
7.07778E12	2.11595E-5	4926.69549	7.07778E12	2.49656E-6	5174.90485	248.20936	126.742	121.46736
7.08889E12	2.13848E-5	4934.45458	7.08889E12	1.70977E-6	5183.06421	248.60963	126.941	121.66863
7.1E12	2.16009E-5	4942.21298	7.1E12	9.72427E-7	5191.32042	249.10744	127.14	121.96744
7.11111E12	2.18075E-5	4949.97055	7.11111E12	4.0539E-7	5200.15133	250.18077	127.339	122.84177
7.12222E12	2.20038E-5	4957.72721	7.12222E12	6.34679E-7	5209.6057	251.87848	127.538	124.34048
7.13333E12	2.21888E-5	4965.48289	7.13333E12	1.21195E-6	5217.98258	252.49968	127.737	124.76268
7.14444E12	2.23609E-5	4973.23756	7.14444E12	1.78306E-6	5226.14351	252.90595	127.936	124.96995
7.15556E12	2.25183E-5	4980.99123	7.15556E12	2.31946E-6	5234.24651	253.25528	128.135	125.12028
7.16667E12	2.2659E-5	4988.74394	7.16667E12	2.82078E-6	5242.3245	253.58056	128.334	125.24656
7.17778E12	2.27809E-5	4996.49577	7.17778E12	3.29212E-6	5250.38916	253.89339	128.533	125.36039
7.18889E12	2.28815E-5	5004.24685	7.18889E12	3.73973E-6	5258.44647	254.19962	128.732	125.46762
7.2E12	2.29589E-5	5011.99733	7.2E12	4.16876E-6	5266.50042	254.50309	128.931	125.57209
7.21111E12	2.30109E-5	5019.74739	7.21111E12	4.58175E-6	5274.55407	254.80668	129.13	125.67668
7.22222E12	2.3036E-5	5027.49723	7.22222E12	4.97768E-6	5282.60983	255.11259	129.329	125.78359
7.23333E12	2.3033E-5	5035.24709	7.23333E12	5.3517E-6	5290.66955	255.42246	129.528	125.89446
7.24444E12	2.30012E-5	5042.9972	7.24444E12	5.69552E-6	5298.73457	255.73737	129.727	126.01037
7.25556E12	2.29408E-5	5050.74781	7.25556E12	5.99825E-6	5306.80576	256.05796	129.926	126.13196
7.26667E12	2.28529E-5	5058.49916	7.26667E12	6.24763E-6	5314.88366	256.38451	130.125	126.25951
7.27778E12	2.27394E-5	5066.25148	7.27778E12	6.43127E-6	5322.96856	256.71708	130.324	126.39308
7.28889E12	2.26034E-5	5074.005	7.28889E12	6.53799E-6	5331.06065	257.05565	130.523	126.53265
7.3E12	2.24492E-5	5081.75992	7.3E12	6.5589E-6	5339.16013	257.40021	130.722	126.67821
7.31111E12	2.22819E-5	5089.51639	7.31111E12	6.48844E-6	5347.26731	257.75092	130.921	126.82992
7.32222E12	2.2108E-5	5097.27452	7.32222E12	6.3251E-6	5355.38276	258.10824	131.12	126.98824
7.33333E12	2.19346E-5	5105.03435	7.33333E12	6.07206E-6	5363.50739	258.47304	131.319	127.15404
7.34444E12	2.17695E-5	5112.79585	7.34444E12	5.73762E-6	5371.64266	258.84681	131.518	127.32881
7.35556E12	2.16212E-5	5120.55891	7.35556E12	5.33557E-6	5379.79079	259.23188	131.717	127.51488
7.36667E12	2.14977E-5	5128.32331	7.36667E12	4.8856E-6	5387.95496	259.63166	131.915	127.71666
7.37778E12	2.14072E-5	5136.08873	7.37778E12	4.41366E-6	5396.13951	260.05078	132.114	127.93678
7.38889E12	2.13565E-5	5143.85475	7.38889E12	3.95241E-6	5404.34972	260.49497	132.313	128.18197
7.4E12	2.13515E-5	5151.62089	7.4E12	3.54085E-6	5412.59045	260.96956	132.512	128.45756
7.41111E12	2.13964E-5	5159.38657	7.41111E12	3.22109E-6	5420.86247	261.47589	132.711	128.76489
7.42222E12	2.14935E-5	5167.15121	7.42222E12	3.02909E-6	5429.15676	262.00556	132.91	129.09556
7.43333E12	2.16433E-5	5174.91419	7.43333E12	2.97993E-6	5437.45246	262.53827	133.109	129.42927
7.44444E12	2.18442E-5	5182.67497	7.44444E12	3.05896E-6	5445.72491	263.04994	133.308	129.74194
7.45556E12	2.20931E-5	5190.43302	7.45556E12	3.23044E-6	5453.95782	263.52479	133.507	130.01779
7.46667E12	2.23851E-5	5198.18795	7.46667E12	3.45599E-6	5462.14691	263.95896	133.706	130.25296
7.47778E12	2.27145E-5	5205.93942	7.47778E12	3.70776E-6	5470.2954	264.35598	133.905	130.45098
7.48889E12	2.3075E-5	5213.68722	7.48889E12	3.9722E-6	5478.40924	264.72201	134.104	130.61801
7.5E12	2.34597E-5	5221.43125	7.5E12	4.24843E-6	5486.49482	265.06357	134.303	130.76057
7.51111E12	2.3862E-5	5229.17147	7.51111E12	4.54435E-6	5494.55858	265.38711	134.502	130.88511
7.52222E12	2.42754E-5	5236.90795	7.52222E12	4.87185E-6	5502.60703	265.69907	134.701	130.99807
7.53333E12	2.46941E-5	5244.64083	7.53333E12	5.24194E-6	5510.64662	266.00579	134.9	131.10579
7.54444E12	2.51127E-5	5252.3703	7.54444E12	5.6606E-6	5518.68334	266.31304	135.099	131.21404
7.55556E12	2.55264E-5	5260.0966	7.55556E12	6.12637E-6	5526.72207	266.62547	135.298	131.32747
7.56667E12	2.59312E-5	5267.81999	7.56667E12	6.62996E-6	5534.76626	266.94627	135.497	131.44927
7.57778E12	2.63234E-5	5275.54079	7.57778E12	7.15555E-6	5542.81791	267.27712	135.696	131.58112
7.58889E12	2.66999E-5	5283.2593	7.58889E12	7.68296E-6	5550.87779	267.6185	135.895	131.7235
7.6E12	2.70579E-5	5290.97585	7.6E12	8.18994E-6	5558.94589	267.97004	136.094	131.87604
7.61111E12	2.73948E-5	5298.69077	7.61111E12	8.65422E-6	5567.02168	268.33091	136.293	132.03791
7.62222E12	2.77082E-5	5306.40438	7.62222E12	9.0552E-6	5575.10444	268.70006	136.492	132.20806
7.63333E12	2.79958E-5	5314.11702	7.63333E12	9.37507E-6	5583.1934	269.07638	136.691	132.38538
7.64444E12	2.82555E-5	5321.82897	7.64444E12	9.59981E-6	5591.2878	269.45883	136.89	132.56883
7.65556E12	2.84852E-5	5329.54054	7.65556E12	9.71963E-6	5599.387	269.84646	137.089	132.75746
7.66667E12	2.86829E-5	5337.25199	7.66667E12	9.72939E-6	5607.49046	270.23847	137.288	132.95047
7.67778E12	2.88471E-5	5344.96359	7.67778E12	9.6286E-6	5615.59776	270.63417	137.487	133.14717
7.68889E12	2.89765E-5	5352.67555	7.68889E12	9.42129E-6	5623.70857	271.03302	137.686	133.34702
7.7E12	2.90704E-5	5360.38809	7.7E12	9.11575E-6	5631.82269	271.4346	137.885	133.5496
7.71111E12	2.91287E-5	5368.10141	7.71111E12	8.72396E-6	5639.94003	271.83861	138.083	133.75561
7.72222E12	2.91521E-5	5375.81569	7.72222E12	8.26102E-6	5648.06059	272.2449	138.282	133.9629
7.73333E12	2.91418E-5	5383.53108	7.73333E12	7.74444E-6	5656.18448	272.65341	138.481	134.17241
7.74444E12	2.91002E-5	5391.24773	7.74444E12	7.19329E-6	5664.31191	273.06418	138.68	134.38418
7.75556E12	2.90303E-5	5398.96581	7.75556E12	6.62744E-6	5672.44314	273.47734	138.879	134.59834
7.76667E12	2.8936E-5	5406.68543	7.76667E12	6.06665E-6	5680.57847	273.89304	139.078	134.81504
7.77778E12	2.88219E-5	5414.40675	7.77778E12	5.52976E-6	5688.71813	274.31138	139.277	135.03438
7.78889E12	2.86932E-5	5422.1299	7.78889E12	5.0339E-6	5696.86214	274.73224	139.476	135.25624
7.8E12	2.85556E-5	5429.85501	7.8E12	4.59369E-6	5705.01009	275.15508	139.675	135.48008
7.81111E12	2.84149E-5	5437.58223	7.81111E12	4.22056E-6	5713.16098	275.57875	139.874	135.70475
7.82222E12	2.82772E-5	5445.31168	7.82222E12	3.92214E-6	5721.31296	276.00128	140.073	135.92828
7.83333E12	2.81483E-5	5453.04347	7.83333E12	3.702E-6	5729.46349	276.42001	140.272	136.14801
7.84444E12	2.80338E-5	5460.77773	7.84444E12	3.5597E-6	5737.60971	276.83198	140.471	136.36098
7.85556E12	2.79388E-5	5468.51452	7.85556E12	3.49134E-6	5745.7491	277.23458	140.67	136.56458
7.86667E12	2.78677E-5	5476.25392	7.86667E12	3.4903E-6	5753.88017	277.62625	140.869	136.75725
7.87778E12	2.78242E-5	5483.99594	7.87778E12	3.54806E-6	5762.00274	278.0068	141.068	136.9388
7.88889E12	2.7811E-5	5491.74058	7.88889E12	3.65475E-6	5770.11782	278.37723	141.267	137.11023
7.9E12	2.78298E-5	5499.48779	7.9E12	3.79941E-6	5778.22713	278.73934	141.466	137.27334
7.91111E12	2.78812E-5	5507.23746	7.91111E12	3.97026E-6	5786.33263	279.09517	141.665	137.43017
7.92222E12	2.79649E-5	5514.98947	7.92222E12	4.15487E-6	5794.43614	279.44667	141.864	137.58267
7.93333E12	2.80791E-5	5522.74364	7.93333E12	4.34061E-6	5802.53912	279.79548	142.063	137.73248
7.94444E12	2.82211E-5	5530.49977	7.94444E12	4.51506E-6	5810.6427	280.14293	142.262	137.88093
7.95556E12	2.83871E-5	5538.25763	7.95556E12	4.66656E-6	5818.74769	280.49006	142.461	138.02906
7.96667E12	2.85724E-5	5546.01697	7.96667E12	4.78463E-6	5826.85471	280.83774	142.66	138.17774
7.97778E12	2.87714E-5	5553.77752	7.97778E12	4.86047E-6	5834.96424	281.18672	142.859	138.32772
7.98889E12	2.89779E-5	5561.53904	7.98889E12	4.88719E-6	5843.07677	281.53773	143.058	138.47973
8E12	2.91853E-5	5569.30125	8E12	4.86014E-6	5851.19282	281.89157	143.257	138.63457
8.01111E12	2.93866E-5	5577.06391	8.01111E12	4.777E-6	5859.31306	282.24915	143.456	138.79315
8.02222E12	2.9575E-5	5584.82678	8.02222E12	4.63788E-6	5867.43837	282.61158	143.655	138.95658
8.03333E12	2.9744E-5	5592.58963	8.03333E12	4.44538E-6	5875.56994	282.9803	143.854	139.1263
8.04444E12	2.98874E-5	5600.35225	8.04444E12	4.20456E-6	5883.70942	283.35717	144.052	139.30517
8.05556E12	3E-5	5608.11444	8.05556E12	3.92305E-6	5891.85909	283.74465	144.251	139.49365
8.06667E12	3.00771E-5	5615.87602	8.06667E12	3.6112E-6	5900.0221	284.14608	144.45	139.69608
8.07778E12	3.01154E-5	5623.63681	8.07778E12	3.2824E-6	5908.2027	284.56589	144.649	139.91689
8.08889E12	3.01124E-5	5631.39667	8.08889E12	2.95374E-6	5916.40644	285.00978	144.848	140.16178
8.1E12	3.00669E-5	5639.15543	8.1E12	2.64667E-6	5924.63975	285.48432	145.047	140.43732
8.11111E12	2.99789E-5	5646.91299	8.11111E12	2.38723E-6	5932.90808	285.99509	145.246	140.74909
8.12222E12	2.98494E-5	5654.66921	8.12222E12	2.20373E-6	5941.2113	286.5421	145.445	141.0971
8.13333E12	2.96805E-5	5662.424	8.13333E12	2.11929E-6	5949.53789	287.11389	145.644	141.46989
8.14444E12	2.94753E-5	5670.17729	8.14444E12	2.14077E-6	5957.86507	287.68779	145.843	141.84479
8.15556E12	2.92373E-5	5677.92901	8.15556E12	2.25376E-6	5966.16997	288.24096	146.042	142.19896
8.16667E12	2.8971E-5	5685.67913	8.16667E12	2.42997E-6	5974.4408	288.76167	146.241	142.52067
8.17778E12	2.86806E-5	5693.42767	8.17778E12	2.63923E-6	5982.67733	289.24967	146.44	142.80967
8.18889E12	2.8371E-5	5701.17464	8.18889E12	2.85656E-6	5990.88501	289.71037	146.639	143.07137
8.2E12	2.80464E-5	5708.92011	8.2E12	3.06362E-6	5999.07034	290.15023	146.838	143.31223
8.21111E12	2.77107E-5	5716.66418	8.21111E12	3.24787E-6	6007.23897	290.57479	147.037	143.53779
8.22222E12	2.73673E-5	5724.407	8.22222E12	3.40127E-6	6015.3953	290.9883	147.236	143.7523
8.23333E12	2.70186E-5	5732.14872	8.23333E12	3.51922E-6	6023.54257	291.39385	147.435	143.95885
8.24444E12	2.66658E-5	5739.88954	8.24444E12	3.59985E-6	6031.68316	291.79363	147.634	144.15963
8.25556E12	2.63095E-5	5747.62968	8.25556E12	3.64351E-6	6039.81883	292.18916	147.833	144.35616
8.26667E12	2.59488E-5	5755.36935	8.26667E12	3.6524E-6	6047.95081	292.58146	148.032	144.54946
8.27778E12	2.55818E-5	5763.1088	8.27778E12	3.63025E-6	6056.07999	292.97119	148.231	144.74019
8.28889E12	2.52058E-5	5770.84824	8.28889E12	3.58206E-6	6064.20692	293.35868	148.43	144.92868
8.3E12	2.48172E-5	5778.58788	8.3E12	3.51379E-6	6072.3319	293.74402	148.629	145.11502
8.31111E12	2.44121E-5	5786.32791	8.31111E12	3.43214E-6	6080.45499	294.12708	148.828	145.29908
8.32222E12	2.39859E-5	5794.06849	8.32222E12	3.3442E-6	6088.576	294.50751	149.027	145.48051
8.33333E12	2.35346E-5	5801.80976	8.33333E12	3.25723E-6	6096.69456	294.8848	149.226	145.6588
8.34444E12	2.30539E-5	5809.5518	8.34444E12	3.17838E-6	6104.81011	295.25831	149.425	145.83331
8.35556E12	2.25402E-5	5817.29468	8.35556E12	3.11445E-6	6112.92201	295.62733	149.624	146.00333
